x_coordinate,y_coordinate,r,g,b
15.0,24.0,120.0,100.0,87.0
15.0,25.0,132.0,108.0,92.0
15.0,26.0,136.0,101.0,84.0
15.0,27.0,151.0,104.0,87.0
15.0,28.0,186.0,129.0,112.0
15.0,29.0,209.0,156.0,139.0
15.0,30.0,183.0,128.0,112.0
15.0,31.0,130.0,110.0,105.0
15.0,32.0,105.0,102.0,110.0
15.0,33.0,35.0,39.0,53.0
15.0,34.0,31.0,35.0,48.0
15.0,35.0,30.0,33.0,47.0
15.0,36.0,28.0,30.0,43.0
15.0,37.0,23.0,24.0,35.0
15.0,38.0,20.0,21.0,30.0
15.0,39.0,23.0,15.0,23.0
15.0,40.0,26.0,13.0,19.0
15.0,41.0,20.0,10.0,15.0
15.0,42.0,21.0,11.0,15.0
15.0,43.0,24.0,11.0,15.0
15.0,44.0,26.0,12.0,16.0
15.0,45.0,30.0,14.0,19.0
15.0,46.0,38.0,17.0,24.0
15.0,47.0,42.0,17.0,24.0
15.0,48.0,43.0,18.0,24.0
16.0,1.0,177.0,157.0,123.0
16.0,2.0,159.0,129.0,108.0
16.0,3.0,174.0,136.0,120.0
16.0,4.0,163.0,123.0,107.0
16.0,5.0,164.0,121.0,105.0
16.0,6.0,144.0,116.0,105.0
16.0,7.0,119.0,110.0,109.0
16.0,8.0,96.0,100.0,105.0
16.0,9.0,128.0,116.0,106.0
16.0,10.0,169.0,143.0,119.0
16.0,11.0,143.0,119.0,100.0
16.0,12.0,116.0,97.0,81.0
16.0,13.0,95.0,78.0,66.0
16.0,14.0,75.0,62.0,55.0
16.0,15.0,56.0,47.0,42.0
16.0,16.0,43.0,35.0,32.0
16.0,17.0,56.0,46.0,42.0
16.0,18.0,74.0,62.0,55.0
16.0,19.0,87.0,73.0,65.0
16.0,20.0,94.0,79.0,70.0
16.0,21.0,128.0,102.0,91.0
16.0,22.0,181.0,146.0,129.0
16.0,23.0,197.0,162.0,144.0
16.0,24.0,198.0,163.0,145.0
16.0,25.0,196.0,160.0,140.0
16.0,26.0,199.0,158.0,137.0
16.0,27.0,197.0,154.0,134.0
16.0,28.0,207.0,162.0,142.0
16.0,29.0,212.0,166.0,144.0
16.0,30.0,206.0,159.0,138.0
16.0,31.0,190.0,152.0,133.0
16.0,32.0,146.0,119.0,106.0
16.0,33.0,74.0,59.0,58.0
16.0,34.0,29.0,24.0,28.0
16.0,35.0,32.0,26.0,28.0
16.0,36.0,53.0,44.0,42.0
16.0,37.0,61.0,55.0,54.0
16.0,38.0,67.0,63.0,60.0
16.0,39.0,68.0,64.0,61.0
16.0,40.0,56.0,54.0,51.0
16.0,41.0,42.0,40.0,39.0
16.0,42.0,25.0,25.0,27.0
16.0,43.0,14.0,16.0,19.0
16.0,44.0,11.0,14.0,17.0
16.0,45.0,9.0,13.0,16.0
16.0,46.0,13.0,13.0,16.0
16.0,47.0,21.0,15.0,16.0
16.0,48.0,28.0,17.0,18.0
17.0,1.0,168.0,154.0,120.0
17.0,2.0,133.0,109.0,86.0
17.0,3.0,132.0,96.0,76.0
17.0,4.0,127.0,90.0,74.0
17.0,5.0,135.0,92.0,76.0
17.0,6.0,122.0,84.0,68.0
17.0,7.0,113.0,86.0,75.0
17.0,8.0,99.0,87.0,80.0
17.0,9.0,143.0,119.0,101.0
17.0,10.0,130.0,108.0,90.0
17.0,11.0,79.0,67.0,57.0
17.0,12.0,89.0,77.0,69.0
17.0,13.0,94.0,81.0,73.0
17.0,14.0,95.0,83.0,74.0
17.0,15.0,71.0,61.0,55.0
17.0,16.0,58.0,47.0,44.0
17.0,17.0,101.0,82.0,76.0
17.0,18.0,133.0,110.0,101.0
17.0,19.0,146.0,122.0,112.0
17.0,20.0,155.0,127.0,116.0
17.0,21.0,184.0,147.0,134.0
17.0,22.0,204.0,162.0,145.0
17.0,23.0,212.0,170.0,152.0
17.0,24.0,214.0,173.0,151.0
17.0,25.0,217.0,173.0,149.0
17.0,26.0,221.0,174.0,151.0
17.0,27.0,220.0,172.0,150.0
17.0,28.0,221.0,173.0,149.0
17.0,29.0,221.0,173.0,146.0
17.0,30.0,220.0,173.0,148.0
17.0,31.0,218.0,171.0,147.0
17.0,32.0,215.0,169.0,147.0
17.0,33.0,201.0,159.0,139.0
17.0,34.0,159.0,126.0,111.0
17.0,35.0,144.0,112.0,96.0
17.0,36.0,138.0,107.0,90.0
17.0,37.0,117.0,90.0,80.0
17.0,38.0,92.0,71.0,63.0
17.0,39.0,63.0,52.0,49.0
17.0,40.0,61.0,55.0,51.0
17.0,41.0,67.0,64.0,62.0
17.0,42.0,61.0,59.0,61.0
17.0,43.0,44.0,46.0,48.0
17.0,44.0,27.0,31.0,35.0
17.0,45.0,18.0,23.0,26.0
17.0,46.0,16.0,19.0,22.0
17.0,47.0,17.0,20.0,20.0
17.0,48.0,23.0,23.0,22.0
18.0,1.0,171.0,167.0,127.0
18.0,2.0,162.0,149.0,114.0
18.0,3.0,144.0,123.0,91.0
18.0,4.0,127.0,105.0,83.0
18.0,5.0,105.0,80.0,65.0
18.0,6.0,96.0,72.0,59.0
18.0,7.0,96.0,79.0,71.0
18.0,8.0,116.0,102.0,90.0
18.0,9.0,127.0,104.0,87.0
18.0,10.0,86.0,71.0,60.0
18.0,11.0,63.0,53.0,47.0
18.0,12.0,69.0,59.0,54.0
18.0,13.0,70.0,61.0,55.0
18.0,14.0,64.0,55.0,49.0
18.0,15.0,54.0,45.0,42.0
18.0,16.0,51.0,39.0,36.0
18.0,17.0,130.0,98.0,88.0
18.0,18.0,178.0,142.0,130.0
18.0,19.0,188.0,152.0,140.0
18.0,20.0,196.0,158.0,146.0
18.0,21.0,202.0,162.0,148.0
18.0,22.0,205.0,163.0,148.0
18.0,23.0,192.0,152.0,136.0
18.0,24.0,178.0,139.0,119.0
18.0,25.0,187.0,139.0,117.0
18.0,26.0,197.0,148.0,127.0
18.0,27.0,210.0,163.0,144.0
18.0,28.0,224.0,178.0,160.0
18.0,29.0,219.0,172.0,150.0
18.0,30.0,210.0,162.0,139.0
18.0,31.0,204.0,157.0,134.0
18.0,32.0,197.0,152.0,130.0
18.0,33.0,197.0,150.0,130.0
18.0,34.0,199.0,154.0,134.0
18.0,35.0,194.0,154.0,133.0
18.0,36.0,200.0,157.0,136.0
18.0,37.0,213.0,168.0,146.0
18.0,38.0,206.0,160.0,141.0
18.0,39.0,176.0,135.0,120.0
18.0,40.0,102.0,78.0,69.0
18.0,41.0,46.0,37.0,35.0
18.0,42.0,49.0,48.0,49.0
18.0,43.0,62.0,64.0,67.0
18.0,44.0,56.0,59.0,61.0
18.0,45.0,47.0,48.0,50.0
18.0,46.0,41.0,42.0,43.0
18.0,47.0,32.0,35.0,36.0
18.0,48.0,28.0,31.0,33.0
19.0,1.0,160.0,167.0,117.0
19.0,2.0,151.0,161.0,109.0
19.0,3.0,156.0,162.0,106.0
19.0,4.0,143.0,145.0,111.0
19.0,5.0,97.0,93.0,77.0
19.0,6.0,106.0,91.0,76.0
19.0,7.0,129.0,113.0,98.0
19.0,8.0,133.0,117.0,102.0
19.0,9.0,104.0,87.0,73.0
19.0,10.0,90.0,75.0,64.0
19.0,11.0,68.0,57.0,50.0
19.0,12.0,42.0,37.0,33.0
19.0,13.0,41.0,35.0,33.0
19.0,14.0,43.0,37.0,34.0
19.0,15.0,48.0,40.0,37.0
19.0,16.0,66.0,47.0,43.0
19.0,17.0,153.0,115.0,104.0
19.0,18.0,186.0,147.0,136.0
19.0,19.0,185.0,143.0,132.0
19.0,20.0,184.0,143.0,129.0
19.0,21.0,191.0,152.0,138.0
19.0,22.0,186.0,149.0,137.0
19.0,23.0,149.0,119.0,105.0
19.0,24.0,148.0,110.0,93.0
19.0,25.0,157.0,112.0,93.0
19.0,26.0,175.0,128.0,110.0
19.0,27.0,199.0,152.0,138.0
19.0,28.0,206.0,159.0,149.0
19.0,29.0,201.0,153.0,140.0
19.0,30.0,191.0,142.0,125.0
19.0,31.0,186.0,138.0,118.0
19.0,32.0,179.0,132.0,112.0
19.0,33.0,176.0,130.0,110.0
19.0,34.0,185.0,139.0,120.0
19.0,35.0,186.0,143.0,124.0
19.0,36.0,177.0,138.0,118.0
19.0,37.0,184.0,145.0,126.0
19.0,38.0,200.0,156.0,136.0
19.0,39.0,203.0,157.0,136.0
19.0,40.0,191.0,149.0,130.0
19.0,41.0,129.0,100.0,87.0
19.0,42.0,56.0,41.0,36.0
19.0,43.0,43.0,38.0,39.0
19.0,44.0,55.0,57.0,60.0
19.0,45.0,72.0,70.0,66.0
19.0,46.0,72.0,67.0,62.0
19.0,47.0,49.0,51.0,54.0
19.0,48.0,43.0,47.0,52.0
20.0,1.0,102.0,124.0,74.0
20.0,2.0,113.0,135.0,75.0
20.0,3.0,139.0,158.0,88.0
20.0,4.0,146.0,157.0,113.0
20.0,5.0,129.0,133.0,103.0
20.0,6.0,128.0,114.0,92.0
20.0,7.0,125.0,106.0,87.0
20.0,8.0,103.0,87.0,73.0
20.0,9.0,113.0,97.0,83.0
20.0,10.0,105.0,93.0,84.0
20.0,11.0,50.0,43.0,39.0
20.0,12.0,25.0,24.0,23.0
20.0,13.0,31.0,27.0,27.0
20.0,14.0,47.0,40.0,37.0
20.0,15.0,54.0,42.0,39.0
20.0,16.0,106.0,78.0,69.0
20.0,17.0,173.0,134.0,123.0
20.0,18.0,186.0,150.0,138.0
20.0,19.0,184.0,143.0,131.0
20.0,20.0,178.0,136.0,121.0
20.0,21.0,175.0,134.0,118.0
20.0,22.0,145.0,114.0,101.0
20.0,23.0,104.0,80.0,67.0
20.0,24.0,113.0,79.0,66.0
20.0,25.0,140.0,99.0,85.0
20.0,26.0,142.0,97.0,82.0
20.0,27.0,163.0,114.0,102.0
20.0,28.0,172.0,122.0,113.0
20.0,29.0,170.0,121.0,110.0
20.0,30.0,158.0,108.0,94.0
20.0,31.0,140.0,93.0,76.0
20.0,32.0,133.0,89.0,70.0
20.0,33.0,146.0,105.0,84.0
20.0,34.0,160.0,117.0,98.0
20.0,35.0,173.0,131.0,112.0
20.0,36.0,175.0,135.0,115.0
20.0,37.0,162.0,127.0,108.0
20.0,38.0,168.0,136.0,117.0
20.0,39.0,183.0,146.0,127.0
20.0,40.0,189.0,147.0,127.0
20.0,41.0,181.0,142.0,123.0
20.0,42.0,125.0,99.0,87.0
20.0,43.0,63.0,47.0,40.0
20.0,44.0,50.0,42.0,40.0
20.0,45.0,69.0,65.0,62.0
20.0,46.0,64.0,68.0,69.0
20.0,47.0,63.0,65.0,66.0
20.0,48.0,56.0,58.0,61.0
21.0,1.0,99.0,119.0,66.0
21.0,2.0,115.0,134.0,70.0
21.0,3.0,129.0,146.0,80.0
21.0,4.0,137.0,145.0,108.0
21.0,5.0,132.0,138.0,105.0
21.0,6.0,145.0,140.0,107.0
21.0,7.0,113.0,93.0,74.0
21.0,8.0,89.0,72.0,57.0
21.0,9.0,100.0,84.0,71.0
21.0,10.0,84.0,75.0,67.0
21.0,11.0,37.0,34.0,30.0
21.0,12.0,16.0,16.0,17.0
21.0,13.0,27.0,25.0,26.0
21.0,14.0,47.0,39.0,37.0
21.0,15.0,68.0,50.0,45.0
21.0,16.0,128.0,92.0,82.0
21.0,17.0,167.0,125.0,114.0
21.0,18.0,175.0,134.0,122.0
21.0,19.0,176.0,134.0,121.0
21.0,20.0,179.0,135.0,120.0
21.0,21.0,168.0,126.0,110.0
21.0,22.0,125.0,96.0,83.0
21.0,23.0,81.0,60.0,50.0
21.0,24.0,78.0,55.0,47.0
21.0,25.0,104.0,74.0,66.0
21.0,26.0,125.0,85.0,72.0
21.0,27.0,136.0,91.0,80.0
21.0,28.0,147.0,100.0,90.0
21.0,29.0,141.0,92.0,80.0
21.0,30.0,118.0,72.0,59.0
21.0,31.0,98.0,62.0,46.0
21.0,32.0,102.0,69.0,51.0
21.0,33.0,124.0,86.0,67.0
21.0,34.0,145.0,103.0,85.0
21.0,35.0,165.0,124.0,105.0
21.0,36.0,175.0,135.0,115.0
21.0,37.0,175.0,138.0,118.0
21.0,38.0,156.0,123.0,106.0
21.0,39.0,167.0,134.0,115.0
21.0,40.0,182.0,143.0,124.0
21.0,41.0,184.0,145.0,126.0
21.0,42.0,167.0,134.0,118.0
21.0,43.0,112.0,88.0,74.0
21.0,44.0,68.0,50.0,43.0
21.0,45.0,51.0,42.0,41.0
21.0,46.0,54.0,56.0,59.0
21.0,47.0,60.0,63.0,67.0
21.0,48.0,55.0,58.0,60.0
22.0,1.0,119.0,135.0,77.0
22.0,2.0,133.0,143.0,84.0
22.0,3.0,168.0,163.0,112.0
22.0,4.0,174.0,162.0,128.0
22.0,5.0,150.0,150.0,113.0
22.0,6.0,168.0,165.0,126.0
22.0,7.0,127.0,108.0,88.0
22.0,8.0,100.0,82.0,64.0
22.0,9.0,116.0,97.0,79.0
22.0,10.0,91.0,79.0,69.0
22.0,11.0,33.0,30.0,27.0
22.0,12.0,18.0,18.0,19.0
22.0,13.0,28.0,25.0,26.0
22.0,14.0,57.0,46.0,43.0
22.0,15.0,98.0,74.0,66.0
22.0,16.0,132.0,96.0,84.0
22.0,17.0,153.0,110.0,99.0
22.0,18.0,159.0,114.0,102.0
22.0,19.0,163.0,118.0,104.0
22.0,20.0,169.0,123.0,108.0
22.0,21.0,164.0,121.0,107.0
22.0,22.0,115.0,86.0,75.0
22.0,23.0,70.0,48.0,39.0
22.0,24.0,65.0,45.0,37.0
22.0,25.0,82.0,56.0,50.0
22.0,26.0,109.0,73.0,62.0
22.0,27.0,122.0,80.0,71.0
22.0,28.0,130.0,85.0,75.0
22.0,29.0,118.0,70.0,58.0
22.0,30.0,106.0,65.0,53.0
22.0,31.0,118.0,82.0,69.0
22.0,32.0,109.0,72.0,60.0
22.0,33.0,138.0,96.0,84.0
22.0,34.0,165.0,120.0,104.0
22.0,35.0,172.0,128.0,111.0
22.0,36.0,174.0,134.0,114.0
22.0,37.0,173.0,135.0,115.0
22.0,38.0,159.0,125.0,107.0
22.0,39.0,152.0,123.0,105.0
22.0,40.0,171.0,137.0,120.0
22.0,41.0,189.0,153.0,134.0
22.0,42.0,180.0,146.0,128.0
22.0,43.0,148.0,119.0,104.0
22.0,44.0,99.0,76.0,64.0
22.0,45.0,72.0,54.0,47.0
22.0,46.0,52.0,45.0,42.0
22.0,47.0,40.0,40.0,40.0
22.0,48.0,25.0,26.0,27.0
23.0,1.0,150.0,158.0,100.0
23.0,2.0,191.0,183.0,136.0
23.0,3.0,182.0,158.0,129.0
23.0,4.0,181.0,144.0,122.0
23.0,5.0,177.0,145.0,123.0
23.0,6.0,195.0,171.0,147.0
23.0,7.0,150.0,131.0,112.0
23.0,8.0,113.0,92.0,70.0
23.0,9.0,119.0,98.0,77.0
23.0,10.0,69.0,59.0,50.0
23.0,11.0,36.0,33.0,32.0
23.0,12.0,32.0,31.0,31.0
23.0,13.0,28.0,24.0,24.0
23.0,14.0,68.0,54.0,48.0
23.0,15.0,103.0,78.0,66.0
23.0,16.0,128.0,95.0,81.0
23.0,17.0,139.0,100.0,87.0
23.0,18.0,143.0,100.0,87.0
23.0,19.0,147.0,101.0,88.0
23.0,20.0,153.0,107.0,93.0
23.0,21.0,151.0,107.0,95.0
23.0,22.0,109.0,80.0,70.0
23.0,23.0,74.0,48.0,39.0
23.0,24.0,77.0,51.0,41.0
23.0,25.0,84.0,55.0,47.0
23.0,26.0,111.0,75.0,65.0
23.0,27.0,137.0,94.0,86.0
23.0,28.0,133.0,85.0,75.0
23.0,29.0,121.0,73.0,62.0
23.0,30.0,125.0,85.0,75.0
23.0,31.0,144.0,105.0,93.0
23.0,32.0,105.0,71.0,60.0
23.0,33.0,107.0,69.0,64.0
23.0,34.0,174.0,124.0,113.0
23.0,35.0,178.0,129.0,114.0
23.0,36.0,175.0,129.0,115.0
23.0,37.0,168.0,129.0,114.0
23.0,38.0,155.0,121.0,105.0
23.0,39.0,138.0,109.0,93.0
23.0,40.0,152.0,123.0,106.0
23.0,41.0,177.0,144.0,125.0
23.0,42.0,187.0,151.0,132.0
23.0,43.0,166.0,133.0,119.0
23.0,44.0,123.0,96.0,82.0
23.0,45.0,93.0,70.0,57.0
23.0,46.0,76.0,59.0,48.0
23.0,47.0,47.0,39.0,36.0
23.0,48.0,38.0,38.0,40.0
24.0,1.0,159.0,158.0,111.0
24.0,2.0,185.0,167.0,133.0
24.0,3.0,108.0,93.0,76.0
24.0,4.0,102.0,75.0,59.0
24.0,5.0,134.0,94.0,79.0
24.0,6.0,160.0,119.0,104.0
24.0,7.0,145.0,121.0,100.0
24.0,8.0,110.0,89.0,70.0
24.0,9.0,105.0,85.0,67.0
24.0,10.0,74.0,63.0,53.0
24.0,11.0,58.0,55.0,50.0
24.0,12.0,37.0,36.0,35.0
24.0,13.0,24.0,21.0,19.0
24.0,14.0,60.0,48.0,41.0
24.0,15.0,105.0,80.0,67.0
24.0,16.0,122.0,92.0,76.0
24.0,17.0,130.0,96.0,82.0
24.0,18.0,134.0,96.0,82.0
24.0,19.0,133.0,93.0,78.0
24.0,20.0,138.0,96.0,83.0
24.0,21.0,141.0,100.0,88.0
24.0,22.0,114.0,82.0,71.0
24.0,23.0,94.0,63.0,51.0
24.0,24.0,99.0,65.0,54.0
24.0,25.0,106.0,73.0,63.0
24.0,26.0,144.0,102.0,92.0
24.0,27.0,170.0,121.0,114.0
24.0,28.0,165.0,114.0,107.0
24.0,29.0,164.0,111.0,104.0
24.0,30.0,136.0,94.0,87.0
24.0,31.0,146.0,105.0,95.0
24.0,32.0,151.0,115.0,95.0
24.0,33.0,115.0,86.0,74.0
24.0,34.0,158.0,103.0,100.0
24.0,35.0,180.0,129.0,118.0
24.0,36.0,165.0,117.0,107.0
24.0,37.0,160.0,117.0,108.0
24.0,38.0,147.0,113.0,99.0
24.0,39.0,125.0,96.0,81.0
24.0,40.0,134.0,106.0,90.0
24.0,41.0,154.0,124.0,106.0
24.0,42.0,176.0,138.0,120.0
24.0,43.0,172.0,134.0,120.0
24.0,44.0,139.0,108.0,96.0
24.0,45.0,102.0,76.0,61.0
24.0,46.0,94.0,72.0,57.0
24.0,47.0,85.0,66.0,55.0
24.0,48.0,68.0,57.0,51.0
25.0,1.0,130.0,122.0,97.0
25.0,2.0,164.0,146.0,117.0
25.0,3.0,90.0,75.0,57.0
25.0,4.0,71.0,53.0,35.0
25.0,5.0,89.0,61.0,43.0
25.0,6.0,127.0,91.0,69.0
25.0,7.0,141.0,114.0,92.0
25.0,8.0,99.0,80.0,65.0
25.0,9.0,86.0,70.0,58.0
25.0,10.0,77.0,66.0,55.0
25.0,11.0,52.0,46.0,38.0
25.0,12.0,38.0,34.0,30.0
25.0,13.0,29.0,25.0,21.0
25.0,14.0,54.0,43.0,36.0
25.0,15.0,106.0,81.0,68.0
25.0,16.0,120.0,92.0,76.0
25.0,17.0,123.0,93.0,77.0
25.0,18.0,124.0,91.0,76.0
25.0,19.0,125.0,91.0,76.0
25.0,20.0,128.0,91.0,78.0
25.0,21.0,130.0,94.0,80.0
25.0,22.0,121.0,86.0,72.0
25.0,23.0,119.0,82.0,68.0
25.0,24.0,143.0,100.0,87.0
25.0,25.0,157.0,112.0,100.0
25.0,26.0,179.0,129.0,117.0
25.0,27.0,192.0,142.0,133.0
25.0,28.0,193.0,140.0,134.0
25.0,29.0,197.0,145.0,140.0
25.0,30.0,152.0,105.0,99.0
25.0,31.0,139.0,95.0,85.0
25.0,32.0,161.0,121.0,102.0
25.0,33.0,131.0,105.0,91.0
25.0,34.0,130.0,77.0,74.0
25.0,35.0,158.0,104.0,97.0
25.0,36.0,151.0,105.0,96.0
25.0,37.0,149.0,105.0,96.0
25.0,38.0,139.0,100.0,91.0
25.0,39.0,120.0,89.0,76.0
25.0,40.0,115.0,89.0,73.0
25.0,41.0,138.0,106.0,88.0
25.0,42.0,156.0,116.0,99.0
25.0,43.0,160.0,119.0,102.0
25.0,44.0,138.0,104.0,89.0
25.0,45.0,107.0,79.0,63.0
25.0,46.0,98.0,74.0,58.0
25.0,47.0,96.0,73.0,57.0
25.0,48.0,96.0,72.0,59.0
26.0,1.0,131.0,129.0,93.0
26.0,2.0,153.0,145.0,108.0
26.0,3.0,131.0,115.0,84.0
26.0,4.0,109.0,87.0,60.0
26.0,5.0,98.0,72.0,49.0
26.0,6.0,107.0,78.0,55.0
26.0,7.0,125.0,102.0,80.0
26.0,8.0,94.0,77.0,63.0
26.0,9.0,94.0,78.0,65.0
26.0,10.0,57.0,48.0,39.0
26.0,11.0,37.0,33.0,27.0
26.0,12.0,31.0,28.0,24.0
26.0,13.0,36.0,31.0,25.0
26.0,14.0,68.0,54.0,44.0
26.0,15.0,105.0,83.0,68.0
26.0,16.0,115.0,88.0,71.0
26.0,17.0,116.0,88.0,72.0
26.0,18.0,115.0,86.0,70.0
26.0,19.0,117.0,86.0,71.0
26.0,20.0,122.0,89.0,74.0
26.0,21.0,124.0,90.0,75.0
26.0,22.0,123.0,89.0,75.0
26.0,23.0,126.0,87.0,74.0
26.0,24.0,143.0,100.0,87.0
26.0,25.0,152.0,104.0,92.0
26.0,26.0,167.0,118.0,105.0
26.0,27.0,180.0,128.0,119.0
26.0,28.0,173.0,120.0,111.0
26.0,29.0,176.0,126.0,118.0
26.0,30.0,155.0,104.0,94.0
26.0,31.0,122.0,76.0,66.0
26.0,32.0,143.0,98.0,83.0
26.0,33.0,149.0,124.0,108.0
26.0,34.0,124.0,77.0,72.0
26.0,35.0,132.0,80.0,73.0
26.0,36.0,120.0,80.0,73.0
26.0,37.0,126.0,86.0,79.0
26.0,38.0,122.0,83.0,75.0
26.0,39.0,110.0,79.0,67.0
26.0,40.0,101.0,77.0,61.0
26.0,41.0,127.0,94.0,75.0
26.0,42.0,142.0,103.0,85.0
26.0,43.0,141.0,102.0,84.0
26.0,44.0,121.0,87.0,71.0
26.0,45.0,106.0,78.0,62.0
26.0,46.0,100.0,74.0,59.0
26.0,47.0,97.0,74.0,59.0
26.0,48.0,101.0,78.0,65.0
27.0,1.0,128.0,142.0,90.0
27.0,2.0,123.0,140.0,88.0
27.0,3.0,132.0,139.0,90.0
27.0,4.0,151.0,135.0,102.0
27.0,5.0,121.0,104.0,80.0
27.0,6.0,94.0,82.0,64.0
27.0,7.0,116.0,98.0,78.0
27.0,8.0,102.0,84.0,67.0
27.0,9.0,83.0,69.0,56.0
27.0,10.0,51.0,43.0,36.0
27.0,11.0,26.0,24.0,20.0
27.0,12.0,20.0,18.0,18.0
27.0,13.0,30.0,25.0,22.0
27.0,14.0,77.0,61.0,50.0
27.0,15.0,104.0,82.0,66.0
27.0,16.0,110.0,86.0,68.0
27.0,17.0,112.0,86.0,69.0
27.0,18.0,113.0,85.0,69.0
27.0,19.0,114.0,83.0,68.0
27.0,20.0,117.0,84.0,69.0
27.0,21.0,117.0,84.0,70.0
27.0,22.0,111.0,79.0,64.0
27.0,23.0,104.0,70.0,57.0
27.0,24.0,98.0,64.0,51.0
27.0,25.0,104.0,68.0,55.0
27.0,26.0,116.0,75.0,61.0
27.0,27.0,130.0,85.0,70.0
27.0,28.0,130.0,85.0,73.0
27.0,29.0,133.0,87.0,78.0
27.0,30.0,127.0,79.0,69.0
27.0,31.0,110.0,66.0,58.0
27.0,32.0,125.0,80.0,65.0
27.0,33.0,122.0,92.0,78.0
27.0,34.0,121.0,71.0,67.0
27.0,35.0,120.0,73.0,66.0
27.0,36.0,108.0,71.0,63.0
27.0,37.0,117.0,79.0,72.0
27.0,38.0,109.0,74.0,64.0
27.0,39.0,98.0,68.0,56.0
27.0,40.0,94.0,69.0,54.0
27.0,41.0,124.0,90.0,71.0
27.0,42.0,133.0,96.0,78.0
27.0,43.0,124.0,89.0,71.0
27.0,44.0,111.0,80.0,64.0
27.0,45.0,104.0,77.0,60.0
27.0,46.0,97.0,72.0,57.0
27.0,47.0,98.0,74.0,61.0
27.0,48.0,98.0,75.0,63.0
28.0,1.0,101.0,118.0,70.0
28.0,2.0,112.0,130.0,79.0
28.0,3.0,112.0,129.0,82.0
28.0,4.0,159.0,161.0,127.0
28.0,5.0,153.0,151.0,123.0
28.0,6.0,106.0,106.0,96.0
28.0,7.0,112.0,104.0,94.0
28.0,8.0,107.0,91.0,74.0
28.0,9.0,91.0,76.0,62.0
28.0,10.0,64.0,55.0,46.0
28.0,11.0,30.0,27.0,22.0
28.0,12.0,21.0,20.0,18.0
28.0,13.0,27.0,24.0,21.0
28.0,14.0,75.0,61.0,49.0
28.0,15.0,107.0,87.0,69.0
28.0,16.0,111.0,88.0,69.0
28.0,17.0,109.0,83.0,66.0
28.0,18.0,107.0,80.0,64.0
28.0,19.0,109.0,79.0,64.0
28.0,20.0,112.0,79.0,64.0
28.0,21.0,109.0,78.0,63.0
28.0,22.0,85.0,59.0,47.0
28.0,23.0,80.0,50.0,39.0
28.0,24.0,73.0,45.0,35.0
28.0,25.0,81.0,52.0,41.0
28.0,26.0,95.0,63.0,49.0
28.0,27.0,119.0,85.0,68.0
28.0,28.0,129.0,92.0,75.0
28.0,29.0,121.0,79.0,67.0
28.0,30.0,101.0,62.0,52.0
28.0,31.0,100.0,60.0,50.0
28.0,32.0,114.0,75.0,59.0
28.0,33.0,88.0,56.0,47.0
28.0,34.0,111.0,63.0,57.0
28.0,35.0,119.0,75.0,64.0
28.0,36.0,114.0,75.0,64.0
28.0,37.0,112.0,74.0,66.0
28.0,38.0,102.0,68.0,58.0
28.0,39.0,87.0,60.0,48.0
28.0,40.0,99.0,73.0,58.0
28.0,41.0,128.0,93.0,74.0
28.0,42.0,127.0,92.0,73.0
28.0,43.0,116.0,82.0,66.0
28.0,44.0,108.0,78.0,63.0
28.0,45.0,99.0,73.0,58.0
28.0,46.0,92.0,69.0,57.0
28.0,47.0,90.0,69.0,60.0
28.0,48.0,89.0,71.0,62.0
29.0,1.0,102.0,111.0,71.0
29.0,2.0,104.0,110.0,71.0
29.0,3.0,104.0,110.0,76.0
29.0,4.0,146.0,151.0,126.0
29.0,5.0,154.0,159.0,134.0
29.0,6.0,151.0,152.0,139.0
29.0,7.0,119.0,116.0,107.0
29.0,8.0,108.0,96.0,81.0
29.0,9.0,72.0,61.0,46.0
29.0,10.0,56.0,48.0,36.0
29.0,11.0,33.0,29.0,23.0
29.0,12.0,25.0,23.0,20.0
29.0,13.0,23.0,20.0,17.0
29.0,14.0,62.0,49.0,40.0
29.0,15.0,113.0,94.0,74.0
29.0,16.0,122.0,100.0,77.0
29.0,17.0,115.0,89.0,68.0
29.0,18.0,109.0,81.0,62.0
29.0,19.0,110.0,80.0,61.0
29.0,20.0,111.0,80.0,63.0
29.0,21.0,107.0,78.0,63.0
29.0,22.0,69.0,47.0,38.0
29.0,23.0,69.0,44.0,35.0
29.0,24.0,53.0,33.0,26.0
29.0,25.0,73.0,47.0,38.0
29.0,26.0,91.0,60.0,50.0
29.0,27.0,102.0,69.0,56.0
29.0,28.0,111.0,73.0,59.0
29.0,29.0,110.0,69.0,57.0
29.0,30.0,86.0,53.0,42.0
29.0,31.0,96.0,60.0,48.0
29.0,32.0,74.0,50.0,37.0
29.0,33.0,84.0,47.0,40.0
29.0,34.0,116.0,71.0,59.0
29.0,35.0,120.0,78.0,61.0
29.0,36.0,115.0,77.0,61.0
29.0,37.0,105.0,71.0,58.0
29.0,38.0,92.0,63.0,51.0
29.0,39.0,89.0,63.0,49.0
29.0,40.0,120.0,88.0,70.0
29.0,41.0,129.0,93.0,74.0
29.0,42.0,122.0,86.0,68.0
29.0,43.0,109.0,78.0,62.0
29.0,44.0,89.0,65.0,54.0
29.0,45.0,77.0,57.0,49.0
29.0,46.0,80.0,62.0,54.0
29.0,47.0,79.0,63.0,56.0
29.0,48.0,69.0,57.0,50.0
30.0,1.0,112.0,121.0,76.0
30.0,2.0,115.0,120.0,79.0
